order_id,paymentTypeId,paymentName,amount,currency,insertDate
138715684,2,Kredi Kartı,252.9,TRY,2023-09-01T18:16:41.987
138720264,5,SetCard,217.9,TRY,2023-09-01T14:51:26.197
138720954,1,Nakit,207.9,TRY,2023-09-01T14:09:57.5
138723648,29,YS Online,244.9,TRY,2023-09-01T16:16:01.783
138726551,1,Nakit,262.9,TRY,2023-09-01T16:40:21.693
138730157,1,Nakit,217.9,TRY,2023-09-01T16:16:06.423
138730158,29,YS Online,259.9,TRY,2023-09-01T16:16:03.82
138730255,90,Trendyol Online,217.9,TRY,2023-09-01T16:16:05.64
138730337,1,Nakit,265.8,TRY,2023-09-01T16:16:07.26
138731228,2,Kredi Kartı,435.8,TRY,2023-09-01T16:16:07.977
138733036,41,Pluxee (Sodexo) Online,224.9,TRY,2023-09-01T16:40:22.343
138734610,33,Getir Online,287.9,TRY,2023-09-01T15:37:27.6
138735274,29,YS Online,435.8,TRY,2023-09-01T16:16:12.887
138736457,90,Trendyol Online,218.9,TRY,2023-09-01T16:16:14.643
138736643,90,Trendyol Online,244.9,TRY,2023-09-01T16:40:35.75
138739461,29,YS Online,1089.5,TRY,2023-09-01T16:40:51.877
138739463,1,Nakit,195.6,TRY,2023-09-01T16:16:13.827
138740768,1,Nakit,217.9,TRY,2023-09-01T16:16:15.893
138742063,90,Trendyol Online,435.8,TRY,2023-09-01T16:16:18.943
138742228,574,Multinet Online,435.8,TRY,2023-09-01T16:40:23.013
138743298,33,Getir Online,197.01,TRY,2023-09-01T16:40:24.243
138745636,2,Kredi Kartı,217.9,TRY,2023-09-01T16:40:24.853
138746337,29,YS Online,527.5,TRY,2023-09-01T16:40:26.707
138746889,3,Multinet,197.01,TRY,2023-09-01T16:40:26.093
138747584,26,Metropol,217.9,TRY,2023-09-01T16:40:25.45
138749718,29,YS Online,218.9,TRY,2023-09-01T16:40:30.737
138749722,29,YS Online,577.7,TRY,2023-09-01T16:40:27.253
138751524,2,Kredi Kartı,217.9,TRY,2023-09-01T16:41:01.993
138752099,2,Kredi Kartı,294.9,TRY,2023-09-01T16:40:32.347
138754138,2,Kredi Kartı,232.8,TRY,2023-09-01T17:02:33.757
138758208,90,Trendyol Online,244.9,TRY,2023-09-01T18:16:43.393
138762583,33,Getir Online,328.41,TRY,2023-09-01T18:16:41.36
138762816,29,YS Online,287.9,TRY,2023-09-01T18:16:45.45
138763825,3,Multinet,253.9,TRY,2023-09-01T18:16:44.003
138764361,1,Nakit,269.9,TRY,2023-09-01T18:16:46.913
138765123,569,Migros Online,435.8,TRY,2023-09-01T18:16:46.193
138766061,90,Trendyol Online,449.8,TRY,2023-09-01T18:23:35.683
138767433,33,Getir Online,224.9,TRY,2023-09-01T18:39:32.36
138768584,33,Getir Online,394.7,TRY,2023-09-01T18:23:36.927
138769783,33,Getir Online,454.8,TRY,2023-09-01T18:16:47.697
138770852,604,Token Flex,252.9,TRY,2023-09-01T18:16:50.643
138770858,2,Kredi Kartı,462.8,TRY,2023-09-01T18:16:49.593
138771310,33,Getir Online,218.9,TRY,2023-09-01T18:16:48.64
138771835,29,YS Online,218.9,TRY,2023-09-01T18:39:31.4
138772160,90,Trendyol Online,653.7,TRY,2023-09-01T18:39:30.633
138773946,33,Getir Online,837.45,TRY,2023-09-01T18:23:38.58
138774906,33,Getir Online,197.01,TRY,2023-09-01T19:04:31.57
138774992,2,Kredi Kartı,1124.5,TRY,2023-09-01T18:39:34.283
138775028,33,Getir Online,217.9,TRY,2023-09-01T18:39:33.333
138775569,574,Multinet Online,322.9,TRY,2023-09-01T19:14:36.45
138777242,29,YS Online,217.9,TRY,2023-09-01T19:04:30.727
138777476,90,Trendyol Online,277.8,TRY,2023-09-01T19:04:49.597
138777847,2,Kredi Kartı,435.8,TRY,2023-09-01T19:04:30.02
138778490,2,Kredi Kartı,844.7,TRY,2023-09-01T18:53:34.45
138778892,41,Pluxee (Sodexo) Online,217.9,TRY,2023-09-01T19:04:47.353
138779443,29,YS Online,477.8,TRY,2023-09-01T19:50:34.113
138782345,29,YS Online,507.8,TRY,2023-09-01T19:04:33.24
138782993,90,Trendyol Online,274.8,TRY,2023-09-01T19:04:34.043
138782994,569,Migros Online,217.9,TRY,2023-09-01T19:04:34.997
138783173,41,Pluxee (Sodexo) Online,441.8,TRY,2023-09-01T19:04:32.33
138784121,29,YS Online,217.9,TRY,2023-09-01T19:04:44.343
138785081,6,Pluxee (Sodexo),503.8,TRY,2023-09-01T19:04:40.187
