order_product_id,feature_id,featureName,additionalPrice
955414810,602102,Normal Pişim,0.0
955414813,602098,Cajun Baharatı İstiyorum,0.0
955414813,602102,Normal Pişim,0.0
955414813,911612,FÜME ET İSTEMİYORUM,-5.0
955448799,602098,Cajun Baharatı İstiyorum,0.0
955448799,602102,Normal Pişim,0.0
955448799,911613,B ÖZEL SOS İSTEMİYORUM,-1.0
955488658,602098,Cajun Baharatı İstiyorum,0.0
955488655,602098,Cajun Baharatı İstiyorum,0.0
955510247,602098,Cajun Baharatı İstiyorum,0.0
955510247,602102,Normal Pişim,0.0
955511441,602098,Cajun Baharatı İstiyorum,0.0
955511441,602102,Normal Pişim,0.0
955511438,602098,Cajun Baharatı İstiyorum,0.0
955511438,602102,Normal Pişim,0.0
955515770,602098,Cajun Baharatı İstiyorum,0.0
955515770,602102,Normal Pişim,0.0
955618343,602098,Cajun Baharatı İstiyorum,0.0
955618343,602102,Normal Pişim,0.0
955618343,602096,Eldiven İstiyorum,0.0
955638031,602098,Cajun Baharatı İstiyorum,0.0
955638031,911610,KARAMELİZE SOĞAN İSTEMİYORUM,-1.0
955653376,602098,Cajun Baharatı İstiyorum,0.0
955653376,602102,Normal Pişim,0.0
955689137,602098,Cajun Baharatı İstiyorum,0.0
955689137,602102,Normal Pişim,0.0
955713082,602098,Cajun Baharatı İstiyorum,0.0
955713082,602102,Normal Pişim,0.0
955726430,602098,Cajun Baharatı İstiyorum,0.0
955726430,602102,Normal Pişim,0.0
955726430,602096,Eldiven İstiyorum,0.0
955726430,911612,FÜME ET İSTEMİYORUM,-5.0
955769655,602098,Cajun Baharatı İstiyorum,0.0
955769655,602102,Normal Pişim,0.0
955769655,911610,KARAMELİZE SOĞAN İSTEMİYORUM,-1.0
955769655,911613,B ÖZEL SOS İSTEMİYORUM,-1.0
955775889,602102,Normal Pişim,0.0
955775889,602098,Cajun Baharatı İstiyorum,0.0
955795373,602098,Cajun Baharatı İstiyorum,0.0
955795373,911609,ET EKMEK ÇOCUK MENÜ,-15.0
955795371,602098,Cajun Baharatı İstiyorum,0.0
955804598,415824,Extra Cheddar,15.0
955804598,415826,Extra Füme,20.0
955804598,602096,Eldiven İstiyorum,0.0
955804598,602098,Cajun Baharatı İstiyorum,0.0
955813123,602096,Eldiven İstiyorum,0.0
955813123,602098,Cajun Baharatı İstiyorum,0.0
955813123,602102,Normal Pişim,0.0
955817797,602096,Eldiven İstiyorum,0.0
955817797,602098,Cajun Baharatı İstiyorum,0.0
955817797,602102,Normal Pişim,0.0
955817795,602096,Eldiven İstiyorum,0.0
955817795,602098,Cajun Baharatı İstiyorum,0.0
955822760,602096,Eldiven İstiyorum,0.0
955822760,602098,Cajun Baharatı İstiyorum,0.0
955822760,602102,Normal Pişim,0.0
955850257,602098,Cajun Baharatı İstiyorum,0.0
955850257,602096,Eldiven İstiyorum,0.0
955868846,602098,Cajun Baharatı İstiyorum,0.0
955868846,602102,Normal Pişim,0.0
955896328,602099,CAJUN BAHARATI İSTEMİYORUM,0.0
955896328,602096,Eldiven İstiyorum,0.0
955896328,602102,Normal Pişim,0.0
955901920,602098,Cajun Baharatı İstiyorum,0.0
955901920,602102,Normal Pişim,0.0
955920589,602098,Cajun Baharatı İstiyorum,0.0
955920589,602102,Normal Pişim,0.0
955920589,911610,KARAMELİZE SOĞAN İSTEMİYORUM,-1.0
955920589,911612,FÜME ET İSTEMİYORUM,-5.0
955920589,911613,B ÖZEL SOS İSTEMİYORUM,-1.0
955957132,602098,Cajun Baharatı İstiyorum,0.0
955991148,602098,Cajun Baharatı İstiyorum,0.0
955991156,602098,Cajun Baharatı İstiyorum,0.0
955995972,602098,Cajun Baharatı İstiyorum,0.0
955995972,602096,Eldiven İstiyorum,0.0
955995972,602102,Normal Pişim,0.0
956026060,602098,Cajun Baharatı İstiyorum,0.0
956026060,602096,Eldiven İstiyorum,0.0
956026060,602102,Normal Pişim,0.0
956026065,602096,Eldiven İstiyorum,0.0
956026065,602098,Cajun Baharatı İstiyorum,0.0
