order_id,paymentTypeId,paymentName,amount,currency,insertDate
260822555,41,Pluxee (Sodexo) Online,407.81,TRY,2025-01-31T13:30:25.43
260823962,2,Kredi Kartı,403.06,TRY,2025-01-31T14:08:59.267
260825260,2,Kredi Kartı,395.16,TRY,2025-01-31T13:30:23.673
260825587,29,YS Online,609.96,TRY,2025-01-31T14:10:23.49
260831731,4,Smart Ticket,848.5,TRY,2025-01-31T14:09:00.893
260834815,2,Kredi Kartı,1203.18,TRY,2025-01-31T14:09:02.187
260835573,53956,Tokenflex Kodu,429.66,TRY,2025-01-31T14:38:36.477
260838081,2,Kredi Kartı,463.16,TRY,2025-01-31T14:38:37.197
260838241,29,YS Online,1267.61,TRY,2025-01-31T15:21:37.577
260840554,90,Trendyol Online,409.66,TRY,2025-01-31T14:08:57.027
260842786,2,Kredi Kartı,389.9,TRY,2025-01-31T14:38:38.68
260843041,4,Smart Ticket,809.8,TRY,2025-01-31T14:38:40.403
