order_id,order_product_id,product_id,productName,quantity,unitPrice,totalAmount,category,isMenu,parentId,discount
292313636,956971450,6204385,Lipton Ice Tea Şeftali (330 ml),1.0,0.0,0.0,GetirYemek,False,956971448,0.0
292316330,956981044,356491,Coca Cola (330 ml),1.0,0.0,0.0,İçecekler,False,956981042,0.0
292316330,956981042,987183,Sucuklu Burger Menü,1.0,449.9,449.9,Burger Menüler,True,,0.0
292317443,956984857,5324749,Burgerator Burger (280 g) Menü,1.0,700.91,700.91,Entegrasyon,True,,0.0
292317443,956984865,6198884,Normal Pişmiş,1.0,0.0,0.0,Trendyol,False,956984857,0.0
292317443,956984860,6201014,Sprite (33 cl.),1.0,0.0,0.0,Trendyol,False,956984857,0.0
292317443,956984863,6204292,Ballı Harda,1.0,0.0,0.0,Trendyol,False,956984857,0.0
292317819,956986296,6606311,Burger,2.0,0.0,0.0,DeliveryHero,False,956986295,0.0
292317819,956986298,6606312,Coca-Cola (33 cl.),2.0,0.0,0.0,DeliveryHero,False,956986295,0.0
292317819,956986295,6606434,Truffles Burger (100 gr.) Menü,2.0,534.9,1069.8,DeliveryHero,True,,0.0
292320063,956994443,356491,Coca Cola (330 ml),1.0,0.0,0.0,İçecekler,False,956994442,0.0
292320063,956994442,5324717,Burgerator Burger (100 g) Menü,1.0,494.9,494.9,Entegrasyon,True,,0.0
292322099,957001839,5324740,Burgerator Burger (200 g) Menü,1.0,637.9,637.9,Entegrasyon,True,,0.0
292322099,957001840,5324785,Lipton Ice Tea (330 ml),1.0,0.0,0.0,Entegrasyon,False,957001839,0.0
292322099,957001841,6200431,Lipton Ice Tea Limon (330 ml),1.0,0.0,0.0,GetirYemek,False,957001839,0.0
292322973,957006511,356491,Coca Cola (330 ml),1.0,0.0,0.0,İçecekler,False,957006510,0.0
292322973,957005105,544374,ICE TEA MANGO,1.0,0.0,0.0,İçecekler,False,957005104,0.0
292322973,957006510,987186,Thunder Burger Menü,1.0,459.9,458.9,Burger Menüler,True,,0.0
292322973,957005104,7107720,Basic Chicky Burger Menü,1.0,349.9,349.9,TAVUK BURGER,True,,0.0
292324952,957012517,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,957012516,0.0
292324952,957012516,6606452,Burgerator Burger (200 gr.) Menü,1.0,674.9,674.9,DeliveryHero,True,,0.0
292324952,957012518,6606455,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,DeliveryHero,False,957012516,0.0
292325088,957013000,5324728,Thunder Burger (100 g) Menü,1.0,553.9,553.9,Entegrasyon,True,,0.0
292325088,957013003,5324786,Susurluk Ayranı (Cam Şişe) (245 ml),1.0,0.0,0.0,Entegrasyon,False,957013000,0.0
292325824,957015590,383290,COLA ŞEKERSİZ,1.0,0.0,0.0,İçecekler,False,957015585,0.0
292325824,957015580,5324721,Burgerator Burger (140 g) Menü,1.0,576.91,576.91,Entegrasyon,True,,0.0
292325824,957015585,5324732,BBQ Burger (140 g) Menü,1.0,570.91,570.91,Entegrasyon,True,,0.0
292325824,957015583,6198884,Normal Pişmiş,1.0,0.0,0.0,Trendyol,False,957015580,0.0
292325824,957015589,6198884,Normal Pişmiş,1.0,0.0,0.0,Trendyol,False,957015585,0.0
292325824,957015581,6199287,Ranch Sos,1.0,0.0,0.0,Trendyol,False,957015580,0.0
292325824,957015584,6200800,Lipton Ice Tea Limon (33 cl.),1.0,0.0,0.0,Trendyol,False,957015580,0.0
292325824,957015587,6204292,Ballı Harda,1.0,0.0,0.0,Trendyol,False,957015585,0.0
292325824,957015582,6204292,Ballı Harda,1.0,0.0,0.0,Trendyol,False,957015580,0.0
292326542,957018193,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,957018192,0.0
292326542,957018192,6606434,Truffles Burger (100 gr.) Menü,1.0,534.9,534.9,DeliveryHero,True,,0.0
292326542,957018194,6606455,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,DeliveryHero,False,957018192,0.0
292327659,957022294,3358803,"Özerhisar Ayran (24,5 Cl.)",1.0,0.0,0.0,MigrosHemen,False,957022293,0.0
292327659,957022293,7126709,Burgerator Burger (100 Gr.) Menü,1.0,455.16,455.16,MigrosHemen,True,,0.0
292335018,957049938,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,957049937,0.0
292335018,957049944,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,957049943,0.0
292335018,957049949,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,957049947,0.0
292335018,957049945,6606312,Coca-Cola (33 cl.),1.0,0.0,0.0,DeliveryHero,False,957049943,0.0
292335018,957049939,6606312,Coca-Cola (33 cl.),1.0,0.0,0.0,DeliveryHero,False,957049937,0.0
292335018,957049950,6606455,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,DeliveryHero,False,957049947,0.0
292335018,957049947,6613116,Hot Chili Burger (140 gr.) Menü,1.0,604.9,604.9,DeliveryHero,True,,0.0
292335018,957049943,6628693,Mushroom Burger (200 gr.) Menü,1.0,694.9,694.9,DeliveryHero,True,,0.0
292335018,957049937,6629068,BBQ Burger (200 gr.) Menü,1.0,674.9,674.9,DeliveryHero,True,,0.0
292335686,957052465,356491,Coca Cola (330 ml),1.0,0.0,0.0,İçecekler,False,957052464,0.0
292335686,957052464,6201435,Truffles Burger Menü,1.0,479.9,479.9,Burger Menüler,True,,0.0
292337266,957058309,356491,Coca Cola (330 ml),1.0,0.0,0.0,İçecekler,False,957058308,0.0
292337266,957058308,5324760,Anadolu Burger (300 g) Menü,1.0,836.91,836.91,Entegrasyon,True,,0.0
292337266,957058310,6200199,Orta Pişmiş,1.0,0.0,0.0,Trendyol,False,957058308,0.0
292337266,957058311,6201784,Barbekü Sos,1.0,0.0,0.0,Trendyol,False,957058308,0.0
292337266,957058313,6204292,Ballı Harda,1.0,0.0,0.0,Trendyol,False,957058308,0.0
292340587,957070735,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,957070734,0.0
292340587,957070736,6611030,"Susurluk Ayran (24,5 cl.)",1.0,0.0,0.0,DeliveryHero,False,957070734,0.0
292340587,957070734,6611568,BBQ Burger (100 gr.) Menü,1.0,524.9,524.9,DeliveryHero,True,,0.0
292341227,957073050,356491,Coca Cola (330 ml),1.0,0.0,0.0,İçecekler,False,957073049,0.0
292341227,957073048,356499,Susurluk Ayranı (250 ml),1.0,0.0,0.0,İçecekler,False,957073047,0.0
292341227,957073049,980599,Burgerator Burger Menü,1.0,399.6,399.6,Burger Menüler,True,,0.0
292341227,957073047,987186,Thunder Burger Menü,1.0,549.9,549.9,Burger Menüler,True,,0.0
292342261,957076948,6606311,Burger,2.0,0.0,0.0,DeliveryHero,False,957076947,0.0
292342261,957076947,6606434,Truffles Burger (100 gr.) Menü,2.0,546.9,1093.8,DeliveryHero,True,,0.0
