orderId,productId,featureName,featureId,additionalPrice
256608619,6201435,Eldiven İstiyorum,602096,0.0
256612015,980599,Cajun Baharatı İstiyorum,602098,0.0
256612015,980599,Eldiven İstiyorum,602096,0.0
256612015,980599,Normal Pişim,602102,0.0
256612015,6201435,Cajun Baharatı İstiyorum,602098,0.0
256612015,6201435,Normal Pişim,602102,0.0
256612015,6201435,Eldiven İstiyorum,602096,0.0
256618633,980599,Cajun Baharatı İstiyorum,602098,0.0
256618633,980599,Eldiven İstiyorum,602096,0.0
256618633,980599,Normal Pişim,602102,0.0
256618633,987186,Eldiven İstiyorum,602096,0.0
256618633,987186,Cajun Baharatı İstiyorum,602098,0.0
256618633,987186,Normal Pişim,602102,0.0
256624083,980599,Eldiven İstiyorum,602096,0.0
256624083,980599,Cajun Baharatı İstiyorum,602098,0.0
256624083,980599,Normal Pişim,602102,0.0
256624083,980599,Cajun Baharatı İstiyorum,602098,0.0
256624083,980599,Normal Pişim,602102,0.0
256624083,987182,Cajun Baharatı İstiyorum,602098,0.0
256624083,987182,Normal Pişim,602102,0.0
256629943,980599,Cajun Baharatı İstiyorum,602098,0.0
256629943,980599,Normal Pişim,602102,0.0
256651224,980599,Eldiven İstiyorum,602096,0.0
256651224,980599,Cajun Baharatı İstiyorum,602098,0.0
256651224,980599,Normal Pişim,602102,0.0
256678827,980599,Eldiven İstiyorum,602096,0.0
256678827,980599,Cajun Baharatı İstiyorum,602098,0.0
256678827,980599,Normal Pişim,602102,0.0
256678827,980599,KARAMELİZE SOĞAN İSTEMİYORUM,911610,-1.0
256678827,987182,Eldiven İstiyorum,602096,0.0
256678827,987182,Cajun Baharatı İstiyorum,602098,0.0
256678827,987182,Normal Pişim,602102,0.0
256695796,987185,Eldiven İstiyorum,602096,0.0
256695796,987185,Cajun Baharatı İstiyorum,602098,0.0
256695796,987185,Normal Pişim,602102,0.0
256711206,980599,Cajun Baharatı İstiyorum,602098,0.0
256711206,980599,Normal Pişim,602102,0.0
256712374,980599,Cajun Baharatı İstiyorum,602098,0.0
256712374,980599,Normal Pişim,602102,0.0
256712374,980599,ET EKMEK ÇOCUK MENÜ,911609,-15.0
256728980,987186,Cajun Baharatı İstiyorum,602098,0.0
256728980,987186,Normal Pişim,602102,0.0
256732277,980599,Cajun Baharatı İstiyorum,602098,0.0
256732277,980599,Eldiven İstiyorum,602096,0.0
256732277,980599,Normal Pişim,602102,0.0
256748733,6201435,Cajun Baharatı İstiyorum,602098,0.0
256748733,6201435,Eldiven İstiyorum,602096,0.0
256749577,980599,Cajun Baharatı İstiyorum,602098,0.0
256749577,980599,Eldiven İstiyorum,602096,0.0
256749577,980599,Cajun Baharatı İstiyorum,602098,0.0
256749577,980599,Eldiven İstiyorum,602096,0.0
256749577,6201435,Cajun Baharatı İstiyorum,602098,0.0
256749577,6201435,Normal Pişim,602102,0.0
256749577,6201435,Eldiven İstiyorum,602096,0.0
256749577,6201435,Cajun Baharatı İstiyorum,602098,0.0
256749577,6201435,Normal Pişim,602102,0.0
256761449,980599,Cajun Baharatı İstiyorum,602098,0.0
256761449,980599,Normal Pişim,602102,0.0
